股票代码-0,股票名称-1,限价单最大下单量-16,限价单最小下单量-17,最小变动价位-18,创建日-19,昨日收盘价-2,上市日-20,到期日-21,昨日结算-3,合约在RZRK的代码-32,合约在交易所的代码-33,利息额-35,除权除息-36,停牌-37,昨日持仓-4,涨停价-5,投资者适当性管理分类-50,最小回购天数-52,跌停价-6,总股本-7,流通盘-8,合约数量乘数-9,股票-S
160512, \535a\65f6\5353\8d8a, 0L, 0L,0.001, ,1.614,20110630, ,1.599,160512,160512,0, N,0,0,1.775,0,0,1.453, 247893461L, 25913242L,1,160512,
160513, \7a33\5065\503aA, 0L, 0L,0.001, ,1.398,20140701, ,1.399,160513,160513,0, N,0,0,1.538,0,0,1.258, 5232608L, 368401L,1,160513,
160515, \5b89\4e3018, 0L, 0L,0.001, ,0.987,20131017, ,0,160515,160515,0, N,0,0,1.086,0,0,0.888, 1400792289L, 26141779L,1,160515,
160516, \535a\65f6\8bc1\4fdd, 0L, 0L,0.001, ,0.9587,20150526, ,0.9587,160516,160516,0, N,0,0,1.1,0,0,0.9, 135350940L, 12685156L,1,160516,
160517, \535a\65f6\94f6\884c, 0L, 0L,0.001, ,0.9163,20150616, ,0.9163,160517,160517,0, N,0,0,1.1,0,0,0.9, 2604701L, 2604701L,1,160517,
160518, \535a\65f6\777f\8fdc, 0L, 0L,0.001, ,0.951,20160711, ,0.957,160518,160518,0, N,0,0,1.046,0,0,0.856, 518500136L, 271722526L,1,160518,
160519, \535a\65f6\777f\5229, 0L, 0L,0.001, ,0.871,20160823, ,0.871,160519,160519,0, N,0,0,0.958,0,0,0.784, 122138916L, 59960222L,1,160519,
160520, \5f18\76c8A, 0L, 0L,0.001, ,0.922,20161026, ,0.9823,160520,160520,0, N,0,0,1.014,0,0,0.83, 211827643L, 1252978L,1,160520,
160522, \535a\65f6\777f\76ca, 0L, 0L,0.001, ,0.938,20161116, ,0,160522,160522,0, N,0,0,1.032,0,0,0.844, 242105590L, 10966382L,1,160522,
160524, \535a\65f6\5f18\6cf0, 0L, 0L,0.001, ,0,20180611, ,0,160524,160524,0, N,0,0,1.1,0,0,0.9, 168485506L, 421023L,1,160524,
160603, \9e4f\534e\6536\76ca, 0L, 0L,0.001, ,1.31,20040429, ,1.31,160603,160603,0, N,0,0,1.1,0,0,0.9, 512279L, 512279L,1,160603,
160605, \9e4f\534e\ff15\ff10, 0L, 0L,0.001, ,1.296,20040702, ,1.296,160605,160605,0, N,0,0,1.1,0,0,0.9, 932340L, 932340L,1,160605,
160607, \9e4f\534e\4ef7\503c, 0L, 0L,0.001, ,0.716,20060918, ,0.719,160607,160607,0, N,0,0,0.788,0,0,0.644, 2806970889L, 117074175L,1,160607,
160610, \9e4f\534e\52a8\529b, 0L, 0L,0.001, ,0.88,20070309, ,0.878,160610,160610,0, N,0,0,0.968,0,0,0.792, 1574635910L, 51200695L,1,160610,
160611, \9e4f\534e\6cbb\7406, 0L, 0L,0.001, ,0.718,20070718, ,0.726,160611,160611,0, N,0,0,0.79,0,0,0.646, 1226157093L, 123224105L,1,160611,
160613, \9e4f\534e\521b\65b0, 0L, 0L,0.001, ,1.151,20081110, ,1.178,160613,160613,0, N,0,0,1.266,0,0,1.036, 74230345L, 1479079L,1,160613,
160615, \9e4f\534e300, 0L, 0L,0.001, ,1.456,20090508, ,1.46,160615,160615,0, N,0,0,1.602,0,0,1.31, 216659772L, 12597803L,1,160615,
160616, \9e4f\534e500, 0L, 0L,0.001, ,1.126,20100428, ,1.131,160616,160616,0, N,0,0,1.239,0,0,1.013, 225775835L, 7166499L,1,160616,
160617, \9e4f\534e\4e30\6da6, 0L, 0L,0.001, ,1.032,20101216, ,1.038,160617,160617,0, N,0,0,1.135,0,0,0.929, 70884920L, 3234139L,1,160617,
160618, \9e4f\534e\4e30\6cfd, 0L, 0L,0.001, ,1.188,20141225, ,1.195,160618,160618,0, N,0,0,1.307,0,0,1.069, 137848250L, 11805957L,1,160618,
160620, \8d44\6e90\5206\7ea7, 0L, 0L,0.001, ,1.029,20121019, ,1.029,160620,160620,0, N,0,0,1.1,0,0,0.9, 3543415L, 3543415L,1,160620,
160621, \9e4f\534e\4e30\548c, 0L, 0L,0.001, ,1.082,20130109, ,1.077,160621,160621,0, N,0,0,1.19,0,0,0.974, 130505115L, 23988649L,1,160621,
160622, \9e4f\534e\4e30\5229, 0L, 0L,0.001, ,0.998,20160524, ,1.009,160622,160622,0, N,0,0,1.098,0,0,0.898, 724723803L, 731781L,1,160622,
160624, \9e4f\534e\9886\5148, 0L, 0L,0.001, ,1.771,20140321, ,1.771,160624,160624,0, N,0,0,1.1,0,0,0.9, 114736782L, 114736782L,1,160624,
160625, \8bc1\4fdd\5206\7ea7, 0L, 0L,0.001, ,1.01,20140509, ,1.01,160625,160625,0, N,0,0,1.1,0,0,0.9, 28440684L, 28440684L,1,160625,
160626, \4fe1\606f\5206\7ea7, 0L, 0L,0.001, ,1.095,20140509, ,1.095,160626,160626,0, N,0,0,1.1,0,0,0.9, 9195839L, 9195839L,1,160626,
160627, \9e4f\534e\7b56\7565, 0L, 0L,0.001, ,1.466,20140714, ,1.466,160627,160627,0, N,0,0,1.1,0,0,0.9, 153223110L, 153223110L,1,160627,
160628, \623f\5730\4ea7, 0L, 0L,0.001, ,0.898,20140918, ,0.898,160628,160628,0, N,0,0,1.1,0,0,0.9, 30452509L, 30452509L,1,160628,
160629, \4f20\5a92\5206\7ea7, 0L, 0L,0.001, ,1.007,20141217, ,1.007,160629,160629,0, N,0,0,1.1,0,0,0.9, 53456777L, 53456777L,1,160629,
160630, \56fd\9632\5206\7ea7, 0L, 0L,0.001, ,0.773,20141119, ,0.773,160630,160630,0, N,0,0,1.1,0,0,0.9, 113681817L, 113681817L,1,160630,
160631, \94f6\884c\6307\57fa, 0L, 0L,0.001, ,0.855,20150428, ,0.855,160631,160631,0, N,0,0,1.1,0,0,0.9, 53319880L, 53319880L,1,160631,
160632, \9152\5206\7ea7, 0L, 0L,0.001, ,0.949,20150512, ,0.949,160632,160632,0, N,0,0,1.1,0,0,0.9, 9337197L, 9337197L,1,160632,
160633, \5238\5546\6307\57fa, 0L, 0L,0.001, ,0.665,20150515, ,0.665,160633,160633,0, N,0,0,1.1,0,0,0.9, 9253571L, 9253571L,1,160633,
160634, \73af\4fdd\5206\7ea7, 0L, 0L,0.001, ,0.853,20150624, ,0.853,160634,160634,0, N,0,0,1.1,0,0,0.9, 12920700L, 12920700L,1,160634,
160635, \533b\836f\57fa\91d1, 0L, 0L,0.001, ,1.156,20160801, ,1.159,160635,160635,0, N,0,0,1.272,0,0,1.04, 55627912L, 4051791L,1,160635,
160636, \4e92\8054\7f51, 0L, 0L,0.001, ,0.955,20150624, ,0.955,160636,160636,0, N,0,0,1.1,0,0,0.9, 4133741L, 4133741L,1,160636,
160637, \521b\4e1a\6307\57fa, 0L, 0L,0.001, ,0.716,20150612, ,0.716,160637,160637,0, N,0,0,1.1,0,0,0.9, 5650171L, 5650171L,1,160637,
160638, \5e26\8def\5206\7ea7, 0L, 0L,0.001, ,0.994,20150525, ,0.994,160638,160638,0, N,0,0,1.1,0,0,0.9, 22406365L, 22406365L,1,160638,
160639, \9ad8\94c1\5206\7ea7, 0L, 0L,0.001, ,0.831,20150601, ,0.831,160639,160639,0, N,0,0,1.1,0,0,0.9, 6407843L, 6407843L,1,160639,
160640, \65b0\80fd\6e90, 0L, 0L,0.001, ,0.689,20150602, ,0.689,160640,160640,0, N,0,0,1.1,0,0,0.9, 1654155L, 1654155L,1,160640,
160642, \9e4f\534e\589e\745e, 0L, 0L,0.001, ,0.899,20160929, ,0.9249,160642,160642,0, N,0,0,0.989,0,0,0.809, 806482338L, 6178415L,1,160642,
160643, \7a7a\5929\4e00\4f53, 0L, 0L,0.001, ,0.789,20170620, ,0.8018,160643,160643,0, N,0,0,0.868,0,0,0.71, 58088610L, 4014591L,1,160643,
160644, \4e92\8054\7f51QD, 0L, 0L,0.001, ,0.88,20171229, ,0.9084,160644,160644,0, N,0,0,0.968,0,0,0.792, 197196353L, 2497463L,1,160644,
160706, \5609\5b9e 300, 0L, 0L,0.001, ,0.997,20051017, ,1.0015,160706,160706,0, N,0,0,1.097,0,0,0.897, 15312553885L, 559740872L,1,160706,
160716, \5609\5b9e50, 0L, 0L,0.001, ,1.4,20100210, ,1.4122,160716,160716,0, N,0,0,1.54,0,0,1.26, 1180156321L, 43128121L,1,160716,
160717, \6052\751fH\80a1, 0L, 0L,0.001, ,0.789,20101028, ,0.7943,160717,160717,0, N,0,0,0.868,0,0,0.71, 394622114L, 88180439L,1,160717,
160718, \5609\5b9e\591a\5229, 0L, 0L,0.001, ,0.9781,20110506, ,0.9781,160718,160718,0, N,0,0,1.1,0,0,0.9, 6496831L, 6496831L,1,160718,
160719, \5609\5b9e\9ec4\91d1, 0L, 0L,0.001, ,0.675,20120210, ,0.672,160719,160719,0, N,0,0,0.743,0,0,0.608, 224479331L, 48946799L,1,160719,
160720, \4e2d\671f\4f01\503a, 0L, 0L,0.001, ,1.031,20130401, ,1.0906,160720,160720,0, N,0,0,1.134,0,0,0.928, 26075137L, 95840L,1,160720,
160722, \5609\5b9e\60e0\6cfd, 0L, 0L,0.001, ,0.969,20161209, ,0.9694,160722,160722,0, N,0,0,1.066,0,0,0.872, 739881975L, 89856639L,1,160722,
160723, \5609\5b9e\539f\6cb9, 0L, 0L,0.001, ,1.305,20170505, ,1.2847,160723,160723,0, N,0,0,1.436,0,0,1.175, 29915875L, 3652524L,1,160723,
160726, \5609\5b9e\745e\4eab, 2147483647L, 1000L,0.001,20180709,0, , ,0,160726,160726,0, ,0,0,100000,0,0,0, 99999999000L, 99999999000L,1,160726,
160805, \957f\76db\540c\667a, 0L, 0L,0.001, ,0.765,20070216, ,0.771,160805,160805,0, N,0,0,0.842,0,0,0.689, 745447860L, 49169673L,1,160805,
160806, \957f\76db\540c\5e86, 0L, 0L,0.001, ,1.273,20150806, ,1.278,160806,160806,0, N,0,0,1.4,0,0,1.146, 99426933L, 84029561L,1,160806,
160807, \957f\76db300, 0L, 0L,0.001, ,1.139,20100906, ,1.167,160807,160807,0, N,0,0,1.253,0,0,1.025, 44837923L, 1692455L,1,160807,
160808, \957f\76db\540c\745e, 0L, 0L,0.001, ,0.896,20120112, ,0.896,160808,160808,0, N,0,0,1.1,0,0,0.9, 868058L, 868058L,1,160808,
160812, \957f\76db\540c\76ca, 0L, 0L,0.001, ,1.386,20140604, ,1.395,160812,160812,0, N,0,0,1.525,0,0,1.247, 105622535L, 102174924L,1,160812,
160813, \957f\76db\540c\76db, 0L, 0L,0.001, ,0.77,20141226, ,0.764,160813,160813,0, N,0,0,0.847,0,0,0.693, 226828695L, 214763811L,1,160813,
160814, \91d1\878d\5730\4ea7, 0L, 0L,0.001, ,0.717,20150624, ,0.717,160814,160814,0, N,0,0,1.1,0,0,0.9, 12652939L, 12652939L,1,160814,
160910, \5927\6210\521b\65b0, 0L, 0L,0.001, ,1.004,20071025, ,0.994,160910,160910,0, N,0,0,1.104,0,0,0.904, 2283894064L, 39509285L,1,160910,
160915, \5927\6210\666f\4e30, 0L, 0L,0.001, ,1.187,20131202, ,1.104,160915,160915,0, N,0,0,1.306,0,0,1.068, 134979637L, 7025688L,1,160915,
160916, \4f18\9009LOF, 0L, 0L,0.001, ,2.749,20121228, ,2.744,160916,160916,0, N,0,0,3.024,0,0,2.474, 421611395L, 148711911L,1,160916,
160918, \5927\6210\5c0f\76d8, 0L, 0L,0.001, ,1.922,20140430, ,1.929,160918,160918,0, N,0,0,2.114,0,0,1.73, 262518906L, 96237650L,1,160918,
160919, \5927\6210\4ea7\4e1a, 0L, 0L,0.001, ,1.161,20150109, ,1.148,160919,160919,0, N,0,0,1.277,0,0,1.045, 178729140L, 176569238L,1,160919,
160921, \5927\6210\5b9a\589e, 0L, 0L,0.001, ,0.875,20161121, ,0.898,160921,160921,0, N,0,0,0.963,0,0,0.788, 1005709840L, 47395323L,1,160921,
160922, \6052\751f\4e2d\5c0f, 0L, 0L,0.001, ,1.105,20161212, ,1.079,160922,160922,0, N,0,0,1.216,0,0,0.995, 23195130L, 1671479L,1,160922,
160923, \6d77\5916\4e2d\56fd, 0L, 0L,0.001, ,0,20170110, ,0,160923,160923,0, N,0,0,1.1,0,0,0.9, 43302453L, 163004L,1,160923,
160924, \6052\6307LOF, 0L, 0L,0.001, ,0.997,20170828, ,1.021,160924,160924,0, N,0,0,1.097,0,0,0.897, 28652394L, 908886L,1,160924,
161005, \5bcc\56fd\5929\60e0, 0L, 0L,0.001, ,1.987,20060216, ,1.9859,161005,161005,0, N,0,0,2.186,0,0,1.788, 3798430160L, 100251262L,1,161005,
161010, \5bcc\56fd\5929\4e30, 0L, 0L,0.001, ,1.053,20081208, ,1.049,161010,161010,0, N,0,0,1.158,0,0,0.948, 306248387L, 103773653L,1,161010,
161014, \5bcc\56fd\6c47\5229, 0L, 0L,0.001, ,1.052,20171218, ,1.1095,161014,161014,0, N,0,0,1.157,0,0,0.947, 596631955L, 283586549L,1,161014,
161015, \5bcc\56fd\5929\76c8, 0L, 0L,0.001, ,0.952,20140604, ,0.957,161015,161015,0, N,0,0,1.047,0,0,0.857, 229071935L, 14401222L,1,161015,
161017, \5bcc\56fd500, 0L, 0L,0.001, ,1.989,20111021, ,1.978,161017,161017,0, N,0,0,2.188,0,0,1.79, 819478833L, 19824135L,1,161017,
161019, \5bcc\56fd\5929\950b, 0L, 0L,0.001, ,0.946,20120628, ,0.999,161019,161019,0, N,0,0,1.041,0,0,0.851, 88491908L, 27851174L,1,161019,
161022, \521b\4e1a\5206\7ea7, 0L, 0L,0.001, ,0.7,20130923, ,0.7,161022,161022,0, N,0,0,1.1,0,0,0.9, 232665314L, 232665314L,1,161022,
161024, \519b\5de5\5206\7ea7, 0L, 0L,0.001, ,0.704,20140416, ,0.704,161024,161024,0, N,0,0,1.1,0,0,0.9, 251646718L, 251646718L,1,161024,
161025, \79fb\52a8\4e92\8054, 0L, 0L,0.001, ,0.955,20140912, ,0.955,161025,161025,0, N,0,0,1.1,0,0,0.9, 33855666L, 33855666L,1,161025,
161026, \56fd\4f01\6539\9769, 0L, 0L,0.001, ,0.84,20141230, ,0.84,161026,161026,0, N,0,0,1.1,0,0,0.9, 296244334L, 296244334L,1,161026,
161027, \8bc1\5238\5206\7ea7, 0L, 0L,0.001, ,0.706,20150410, ,0.706,161027,161027,0, N,0,0,1.1,0,0,0.9, 375834554L, 375834554L,1,161027,
161028, \65b0\80fd\6e90\8f66, 0L, 0L,0.001, ,0.699,20150413, ,0.699,161028,161028,0, N,0,0,1.1,0,0,0.9, 45251653L, 45251653L,1,161028,
161029, \94f6\884c\5206\7ea7, 0L, 0L,0.001, ,0.939,20150513, ,0.939,161029,161029,0, N,0,0,1.1,0,0,0.9, 5632449L, 5632449L,1,161029,
161030, \4f53\80b2\5206\7ea7, 0L, 0L,0.001, ,0.733,20150708, ,0.733,161030,161030,0, N,0,0,1.1,0,0,0.9, 5819087L, 5819087L,1,161030,
161031, \5de5\4e1a4, 0L, 0L,0.001, ,0.722,20150629, ,0.722,161031,161031,0, N,0,0,1.1,0,0,0.9, 39483487L, 39483487L,1,161031,
161032, \7164\70ad\57fa\91d1, 0L, 0L,0.001, ,0.917,20150702, ,0.917,161032,161032,0, N,0,0,1.1,0,0,0.9, 9774947L, 9774947L,1,161032,
161033, \667a\80fd\6c7d\8f66, 0L, 0L,0.001, ,0.836,20160229, ,0.838,161033,161033,0, N,0,0,0.92,0,0,0.752, 77276331L, 8739382L,1,161033,
161035, \533b\836f\589e\5f3a, 0L, 0L,0.001, ,1.145,20161125, ,1.117,161035,161035,0, N,0,0,1.26,0,0,1.031, 124854361L, 6920429L,1,161035,
161036, \5a31\4e50\589e\5f3a, 0L, 0L,0.001, ,0.701,20170324, ,0.7031,161036,161036,0, N,0,0,0.771,0,0,0.631, 73994153L, 31388118L,1,161036,
161037, \9ad8\7aef\5236\9020, 0L, 0L,0.001, ,1.016,20170511, ,1.0142,161037,161037,0, N,0,0,1.118,0,0,0.914, 40824119L, 4232779L,1,161037,
161038, \6210\957f\91cf\5316, 0L, 0L,0.001, ,0.919,20170818, ,0.9111,161038,161038,0, N,0,0,1.011,0,0,0.827, 68981883L, 3252852L,1,161038,
161039, \5bcc\56fd1000, 0L, 0L,0.001, ,1,20180620, ,1.0057,161039,161039,0, N,0,0,1.1,0,0,0.9, 331550762L, 59937307L,1,161039,
161115, \6613\57fa\5c81\4e30, 0L, 0L,0.001, ,1.31,20101203, ,1.321,161115,161115,0, N,0,0,1.441,0,0,1.179, 140767463L, 6588333L,1,161115,
161116, \6613\57fa\9ec4\91d1, 0L, 0L,0.001, ,0.69,20111108, ,0.69,161116,161116,0, N,0,0,0.759,0,0,0.621, 394184021L, 36898799L,1,161116,
161117, \6613\57fa\6c38\65ed, 0L, 0L,0.001, ,1.039,20120718, ,1.041,161117,161117,0, N,0,0,1.143,0,0,0.935, 1676962661L, 12568731L,1,161117,
161118, \6613\57fa\4e2d\5c0f, 0L, 0L,0.001, ,0.96,20121025, ,0.96,161118,161118,0, N,0,0,1.1,0,0,0.9, 313592209L, 21134746L,1,161118,
161119, \6613\57fa\7efc\503a, 0L, 0L,0.001, ,1.284,20130109, ,1.2873,161119,161119,0, N,0,0,1.412,0,0,1.156, 93359700L, 295502L,1,161119,
161121, \94f6\884c\4e1a, 0L, 0L,0.001, ,0.8559,20150611, ,0.8559,161121,161121,0, N,0,0,1.1,0,0,0.9, 4793370L, 4793370L,1,161121,
161122, \751f\7269\5206\7ea7, 0L, 0L,0.001, ,1.082,20150611, ,1.082,161122,161122,0, N,0,0,1.1,0,0,0.9, 14213164L, 14213164L,1,161122,
161123, \91cd\7ec4\5206\7ea7, 0L, 0L,0.001, ,1.0025,20150611, ,1.0025,161123,161123,0, N,0,0,1.1,0,0,0.9, 80979962L, 80979962L,1,161123,
161124, \9999\6e2f\5c0f\76d8, 0L, 0L,0.001, ,1.165,20161110, ,1.1768,161124,161124,0, N,0,0,1.282,0,0,1.049, 45410030L, 10461486L,1,161124,
161125, \6807\666e500, 0L, 0L,0.001, ,1.206,20161214, ,1.1863,161125,161125,0, N,0,0,1.327,0,0,1.085, 135465815L, 20042184L,1,161125,
161126, \6807\666e\533b\836f, 0L, 0L,0.001, ,1.209,20161214, ,1.2081,161126,161126,0, N,0,0,1.33,0,0,1.088, 26627052L, 9045803L,1,161126,
161127, \6807\666e\751f\7269, 0L, 0L,0.001, ,1.493,20161227, ,1.4637,161127,161127,0, N,0,0,1.642,0,0,1.344, 72511439L, 25659170L,1,161127,
161128, \6807\666e\79d1\6280, 0L, 0L,0.001, ,1.441,20161227, ,1.4105,161128,161128,0, N,0,0,1.585,0,0,1.297, 41281899L, 7817153L,1,161128,
161129, \539f\6cb9\57fa\91d1, 0L, 0L,0.001, ,1.229,20170215, ,1.2278,161129,161129,0, N,0,0,1.352,0,0,1.106, 55438676L, 6508238L,1,161129,
161130, \7eb3\6307LOF, 0L, 0L,0.001, ,1.247,20170714, ,1.218,161130,161130,0, N,0,0,1.372,0,0,1.122, 60734498L, 9402175L,1,161130,
161207, \745e\548c300, 0L, 0L,0.001, ,0.929,20091119, ,0.929,161207,161207,0, N,0,0,1.1,0,0,0.9, 27885615L, 27885615L,1,161207,
161210, \56fd\6295\65b0\5174, 0L, 0L,0.001, ,1.046,20100701, ,1.045,161210,161210,0, N,0,0,1.151,0,0,0.941, 20629541L, 4034242L,1,161210,
161213, \56fd\6295\6d88\8d39, 0L, 0L,0.001, ,1.546,20110120, ,1.529,161213,161213,0, N,0,0,1.701,0,0,1.391, 26477661L, 445829L,1,161213,
161216, \53cc\503aA, 0L, 0L,0.001, ,1.099,20110520, ,1.106,161216,161216,0, N,0,0,1.209,0,0,0.989, 73348950L, 24706606L,1,161216,
161217, \56fd\6295\8d44\6e90, 0L, 0L,0.001, ,0.638,20110829, ,0.644,161217,161217,0, N,0,0,0.702,0,0,0.574, 210743311L, 12442132L,1,161217,
161219, \56fd\6295\4ea7\4e1a, 0L, 0L,0.001, ,1.239,20120116, ,1.236,161219,161219,0, N,0,0,1.363,0,0,1.115, 79801772L, 735234L,1,161219,
161222, \56fd\6295\745e\5229, 0L, 0L,0.001, ,1.099,20150504, ,1.124,161222,161222,0, N,0,0,1.209,0,0,0.989, 184887402L, 35577096L,1,161222,
161223, \56fd\6295\6210\957f, 0L, 0L,0.001, ,0.869,20150327, ,0.869,161223,161223,0, N,0,0,1.1,0,0,0.9, 1708510L, 1708510L,1,161223,
161224, \56fd\6295\4e1d\8def, 0L, 0L,0.001, ,0.87,20150506, ,0.854,161224,161224,0, N,0,0,0.957,0,0,0.783, 194493097L, 25225123L,1,161224,
161225, \56fd\6295\745e\76c8, 0L, 0L,0.001, ,1.108,20150814, ,1.12,161225,161225,0, N,0,0,1.219,0,0,0.997, 129717208L, 22370049L,1,161225,
161226, \767d\94f6\57fa\91d1, 0L, 0L,0.001, ,0.789,20150817, ,0.786,161226,161226,0, N,0,0,0.868,0,0,0.71, 342386994L, 176497021L,1,161226,
161227, \6df1\8bc1100, 0L, 0L,0.001, ,0.901,20150828, ,0.9,161227,161227,0, N,0,0,0.991,0,0,0.811, 448958724L, 380000029L,1,161227,
161229, \56fd\6295\4e2d\56fd, 0L, 0L,0.001, ,1.329,20160104, ,1.352,161229,161229,0, N,0,0,1.462,0,0,1.196, 123355808L, 1817146L,1,161229,
161230, \4e30\5229A\7c7b, 0L, 0L,0.001, ,0.983,20160225, ,0.998,161230,161230,0, N,0,0,1.081,0,0,0.885, 201315237L, 238505L,1,161230,
161232, \56fd\6295\745e\76db, 0L, 0L,0.001, ,0.674,20160819, ,0.659,161232,161232,0, N,0,0,0.741,0,0,0.607, 846047817L, 182043376L,1,161232,
161233, \56fd\6295\745e\6cf0, 0L, 0L,0.001, ,0.919,20170227, ,0.9363,161233,161233,0, N,0,0,1.011,0,0,0.827, 960489579L, 4024792L,1,161233,
161505, \94f6\6cb3\901a\5229, 0L, 0L,0.001, ,1.103,20140523, ,0,161505,161505,0, N,0,0,1.213,0,0,0.993, 480675016L, 110054L,1,161505,
161507, \94f6\6cb3\589e\5f3a, 0L, 0L,0.001, ,0,20130606, ,0,161507,161507,0, N,0,0,1.1,0,0,0.9, 983479L, 983479L,1,161507,
161607, \878d\901a\5de8\6f6e, 0L, 0L,0.001, ,1.055,20050616, ,1.069,161607,161607,0, N,0,0,1.161,0,0,0.95, 657625491L, 12724820L,1,161607,
161610, \878d\901a\9886\5148, 0L, 0L,0.001, ,0.986,20070718, ,0.992,161610,161610,0, N,0,0,1.085,0,0,0.887, 3242015113L, 139770912L,1,161610,
161614, \878d\901a\6dfb\5229, 0L, 0L,0.001, ,0.983,20120406, ,1.043,161614,161614,0, N,0,0,1.081,0,0,0.885, 822158810L, 12075409L,1,161614,
161626, \878d\901a\901a\798f, 0L, 0L,0.001, ,1.033,20170110, ,1.042,161626,161626,0, N,0,0,1.136,0,0,0.93, 46670838L, 46670838L,1,161626,
161628, \878d\901a\519b\5de5, 0L, 0L,0.001, ,0.823,20150713, ,0.823,161628,161628,0, N,0,0,1.1,0,0,0.9, 9325854L, 9325854L,1,161628,
161629, \878d\901a\8bc1\5238, 0L, 0L,0.001, ,0.731,20150722, ,0.731,161629,161629,0, N,0,0,1.1,0,0,0.9, 2451417L, 2451417L,1,161629,
161631, \4eba\5de5\667a\80fd, 0L, 0L,0.001, ,0.931,20170419, ,0.9399,161631,161631,0, N,0,0,1.024,0,0,0.838, 315062805L, 74132763L,1,161631,
161706, \62db\5546\6210\957f, 0L, 0L,0.001, ,1.487,20051209, ,1.4796,161706,161706,0, N,0,0,1.636,0,0,1.338, 661310888L, 33917866L,1,161706,
161713, \62db\5546\4fe1\7528, 0L, 0L,0.001, ,1.012,20100730, ,1.016,161713,161713,0, N,0,0,1.113,0,0,0.911, 520947890L, 241691697L,1,161713,
161714, \62db\5546\91d1\7816, 0L, 0L,0.001, ,1.014,20110511, ,1.01,161714,161714,0, N,0,0,1.115,0,0,0.913, 24299000L, 3592663L,1,161714,
161715, \5927\5b97\5546\54c1, 0L, 0L,0.001, ,0.888,20170714, ,0.8711,161715,161715,0, N,0,0,0.977,0,0,0.799, 46586421L, 21467325L,1,161715,
161716, \62db\5546\53cc\503a, 0L, 0L,0.001, ,1.146,20150316, ,1.154,161716,161716,0, N,0,0,1.261,0,0,1.031, 93571846L, 176396L,1,161716,
161718, \9ad8\8d1d\5206\7ea7, 0L, 0L,0.001, ,0.8383,20130902, ,0.8383,161718,161718,0, N,0,0,1.1,0,0,0.9, 2036619L, 2036619L,1,161718,
161719, \8f6c\503a\5206\7ea7, 0L, 0L,0.001, ,0.887,20140825, ,0.887,161719,161719,0, N,0,0,1.1,0,0,0.9, 1692058L, 1692058L,1,161719,
161720, \5238\5546\5206\7ea7, 0L, 0L,0.001, ,0.856,20141128, ,0.856,161720,161720,0, N,0,0,1.1,0,0,0.9, 155899370L, 155899370L,1,161720,
161721, \5730\4ea7\5206\7ea7, 0L, 0L,0.001, ,1.0108,20141212, ,1.0108,161721,161721,0, N,0,0,1.1,0,0,0.9, 15497261L, 15497261L,1,161721,
161722, \62db\5546\4e30\6cf0, 0L, 0L,0.001, ,1.198,20150722, ,1.214,161722,161722,0, N,0,0,1.318,0,0,1.078, 53553114L, 179328L,1,161722,
161723, \94f6\884c\57fa\91d1, 0L, 0L,0.001, ,0.9191,20150528, ,0.9191,161723,161723,0, N,0,0,1.1,0,0,0.9, 1180105L, 1180105L,1,161723,
161724, \7164\70ad\5206\7ea7, 0L, 0L,0.001, ,0.8929,20150528, ,0.8929,161724,161724,0, N,0,0,1.1,0,0,0.9, 6510154L, 6510154L,1,161724,
161725, \767d\9152\5206\7ea7, 0L, 0L,0.001, ,1.2166,20150605, ,1.2166,161725,161725,0, N,0,0,1.1,0,0,0.9, 16892776L, 16892776L,1,161725,
161726, \751f\7269\533b\836f, 0L, 0L,0.001, ,1.1379,20150605, ,1.1379,161726,161726,0, N,0,0,1.1,0,0,0.9, 6030535L, 6030535L,1,161726,
161727, \62db\5546\589e\8363, 0L, 0L,0.001, ,1.04,20160707, ,1,161727,161727,0, N,0,0,1.144,0,0,0.936, 202521770L, 3307666L,1,161727,
161810, \94f6\534e\5185\9700, 0L, 0L,0.001, ,1.454,20091016, ,1.462,161810,161810,0, N,0,0,1.599,0,0,1.309, 273688033L, 62874576L,1,161810,
161811, 300\5206\7ea7, 0L, 0L,0.001, ,0.898,20140121, ,0.898,161811,161811,0, N,0,0,1.1,0,0,0.9, 2089235L, 2089235L,1,161811,
161812, 100\5206\7ea7, 0L, 0L,0.001, ,0.908,20100603, ,0.908,161812,161812,0, N,0,0,1.1,0,0,0.9, 42402611L, 42402611L,1,161812,
161813, \94f6\534e\4fe1\7528, 0L, 0L,0.001, ,1.37,20100709, ,1.309,161813,161813,0, N,0,0,1.507,0,0,1.233, 23600018L, 2097187L,1,161813,
161815, \94f6\534e\901a\80c0, 0L, 0L,0.001, ,0.485,20101220, ,0.484,161815,161815,0, N,0,0,0.534,0,0,0.437, 128434192L, 49482869L,1,161815,
161816, 90\5206\7ea7, 0L, 0L,0.001, ,0.943,20110415, ,0.943,161816,161816,0, N,0,0,1.1,0,0,0.9, 52149876L, 52149876L,1,161816,
161818, \6d88\8d39\5206\7ea7, 0L, 0L,0.001, ,0.985,20111026, ,0.985,161818,161818,0, N,0,0,1.1,0,0,0.9, 271203L, 271203L,1,161818,
161819, \4e2d\8bc1\8d44\6e90, 0L, 0L,0.001, ,0.986,20111223, ,0.986,161819,161819,0, N,0,0,1.1,0,0,0.9, 1036772L, 1036772L,1,161819,
