当前价-0,成交总量-1,成交总额-2,持仓量-3,昨结算-4,成交笔数-5,市盈率1-6,开盘价-8,最高价-9,时间戳-G,最低价-a,今结算-b,前收盘-c,多档委买价-d,多档委买量-e,多档委卖价-f,多档委卖量-g
8.72,646562,565703094,0,0,0,6.71,8.85,8.9, 2018-07-16 14:46:06,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2922, 17587, 12317, 8210, 4469"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8677, 2610, 3024, 2681, 2770"
8.72,646574,565713557,0,0,0,6.71,8.85,8.9, 2018-07-16 14:46:09,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2948, 17587, 12317, 8210, 4469"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8666, 2610, 3024, 2681, 2770"
8.71,646587,565724889,0,0,0,6.7,8.85,8.9, 2018-07-16 14:46:12,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 3011, 17602, 12317, 8221, 4469"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8661, 2610, 3024, 2681, 2770"
8.72,647424,566453951,0,0,0,6.71,8.85,8.9, 2018-07-16 14:46:15,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2238, 17552, 12317, 8221, 4469"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8626, 2610, 3024, 2681, 2770"
8.71,647425,566454822,0,0,0,6.7,8.85,8.9, 2018-07-16 14:46:18,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2310, 17562, 12318, 8221, 4469"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8626, 2610, 3024, 2681, 2770"
8.71,647554,566567300,0,0,0,6.7,8.85,8.9, 2018-07-16 14:46:21,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2560, 17562, 12318, 8221, 4469"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8507, 2610, 3024, 2681, 2770"
8.71,647556,566569042,0,0,0,6.7,8.85,8.9, 2018-07-16 14:46:24,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2573, 17562, 12318, 8221, 4469"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8507, 2610, 3024, 2681, 2770"
8.71,647556,566569042,0,0,0,6.7,8.85,8.9, 2018-07-16 14:46:27,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2603, 17485, 12318, 8221, 4469"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8507, 2610, 3024, 2691, 2770"
8.71,647561,566573397,0,0,0,6.7,8.85,8.9, 2018-07-16 14:46:30,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 3301, 17504, 12316, 8212, 4469"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8507, 2610, 3024, 2691, 2770"
8.71,647582,566591704,0,0,0,6.7,8.85,8.9, 2018-07-16 14:46:33,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 3522, 17504, 12316, 8212, 4469"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8491, 2610, 3024, 2691, 2770"
8.71,647582,566591704,0,0,0,6.7,8.85,8.9, 2018-07-16 14:46:36,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 3635, 17506, 12322, 8212, 4469"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8491, 2610, 3024, 2691, 2770"
8.72,647635,566637897,0,0,0,6.71,8.85,8.9, 2018-07-16 14:46:39,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 3758, 17526, 12322, 8212, 4469"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8461, 2610, 3024, 2691, 2770"
8.71,647636,566638768,0,0,0,6.7,8.85,8.9, 2018-07-16 14:46:42,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 3775, 17572, 12325, 8212, 4469"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8461, 2610, 3024, 2691, 2770"
8.71,647769,566754633,0,0,0,6.7,8.85,8.9, 2018-07-16 14:46:45,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 3725, 17608, 12325, 8212, 4469"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8439, 2610, 3024, 2691, 2770"
8.71,648000,566955834,0,0,0,6.7,8.85,8.9, 2018-07-16 14:46:48,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 3546, 17608, 12325, 8212, 4469"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8439, 2610, 3024, 2691, 2770"
8.71,648002,566957576,0,0,0,6.7,8.85,8.9, 2018-07-16 14:46:51,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 3514, 17687, 12325, 8212, 4469"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8439, 2610, 3024, 2691, 2770"
8.72,648035,566986350,0,0,0,6.71,8.85,8.9, 2018-07-16 14:46:54,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 3514, 17679, 12334, 8212, 4469"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8438, 2610, 3024, 2691, 2770"
8.72,648040,566990710,0,0,0,6.71,8.85,8.9, 2018-07-16 14:46:57,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 3588, 17684, 12334, 8212, 4469"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8453, 2610, 3024, 2691, 2770"
8.72,648068,567015125,0,0,0,6.71,8.85,8.9, 2018-07-16 14:47:00,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 4045, 17755, 12334, 8212, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8426, 2610, 3024, 2691, 2770"
8.71,648081,567026458,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:03,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 3974, 17755, 12314, 8188, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8425, 2610, 3024, 2691, 2770"
8.71,649305,568092562,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:06,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2946, 17755, 12314, 8188, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8425, 2610, 3024, 2691, 2770"
8.71,649408,568182277,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:09,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2909, 17758, 12314, 8188, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8523, 2610, 3024, 2691, 2770"
8.71,649612,568360061,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:12,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2830, 17756, 12274, 8188, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8423, 2610, 3024, 2691, 2770"
8.72,649714,568449003,0,0,0,6.71,8.85,8.9, 2018-07-16 14:47:15,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2846, 17771, 12317, 8173, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8325, 2610, 3024, 2691, 2770"
8.72,649823,568543955,0,0,0,6.71,8.85,8.9, 2018-07-16 14:47:18,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2767, 17798, 12317, 8177, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8312, 2610, 3024, 2693, 2770"
8.72,649894,568605831,0,0,0,6.71,8.85,8.9, 2018-07-16 14:47:21,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2638, 17800, 12317, 8177, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8284, 2610, 3024, 2693, 2770"
8.71,649896,568607573,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:24,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2662, 17800, 12306, 8177, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8284, 2610, 3024, 2693, 2770"
8.72,649905,568615421,0,0,0,6.71,8.85,8.9, 2018-07-16 14:47:27,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2891, 17800, 12306, 8177, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8275, 2603, 3024, 2693, 2770"
8.72,649928,568635474,0,0,0,6.71,8.85,8.9, 2018-07-16 14:47:30,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2941, 17800, 12306, 8177, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8255, 2603, 3024, 2693, 2770"
8.71,649981,568681682,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:33,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2963, 17567, 12305, 8175, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8209, 2603, 3024, 2693, 2770"
8.71,649984,568684295,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:36,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2977, 17617, 12305, 8155, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8211, 2190, 3024, 2693, 2770"
8.72,650081,568768878,0,0,0,6.71,8.85,8.9, 2018-07-16 14:47:39,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2993, 17617, 12285, 8155, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8122, 2190, 3024, 2693, 2770"
8.71,650777,569375094,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:42,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2312, 17614, 12285, 8155, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8122, 2650, 3024, 2693, 2770"
8.71,651282,569814949,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:45,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1822, 17607, 12285, 8155, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8122, 2190, 3049, 2693, 2770"
8.71,651282,569814949,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:48,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2047, 17607, 12295, 8155, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8124, 2190, 3049, 2693, 2770"
8.71,651287,569819304,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:51,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2047, 17655, 12295, 7955, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8124, 2650, 3049, 2693, 2770"
8.71,651298,569828894,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:54,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2053, 17643, 12295, 7955, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8132, 2190, 3049, 2693, 2770"
8.71,651311,569840218,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:57,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2045, 17848, 12295, 7955, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8131, 2190, 3049, 2693, 2770"
8.71,651423,569937771,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:00,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1951, 17847, 12295, 7955, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8130, 2190, 3049, 2693, 2770"
8.71,651454,569964772,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:03,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1971, 17817, 12147, 7955, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8130, 2190, 3049, 2693, 2770"
8.71,651458,569968256,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:06,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1977, 17817, 12147, 7955, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8130, 2650, 3049, 2693, 2770"
8.71,651460,569969999,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:09,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2006, 17810, 12147, 7955, 4478"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8129, 2650, 3049, 2693, 2770"
8.71,651465,569974354,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:12,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1932, 18048, 12147, 7945, 4478"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 9134, 2189, 3049, 2693, 2770"
8.71,651487,569993536,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:15,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2073, 18020, 12118, 7945, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 9114, 2189, 3049, 2693, 2770"
8.71,651599,570091088,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:18,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2078, 18020, 12118, 7945, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 9127, 2189, 3049, 2693, 2770"
8.71,651610,570100676,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:21,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2081, 18137, 12118, 7945, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 9120, 2189, 3049, 2693, 2770"
8.72,651632,570119851,0,0,0,6.71,8.85,8.9, 2018-07-16 14:48:24,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2085, 18137, 12124, 7945, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 9107, 2189, 3049, 2693, 2770"
8.72,651637,570124211,0,0,0,6.71,8.85,8.9, 2018-07-16 14:48:27,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2388, 18143, 12124, 7943, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 9120, 2189, 3049, 2693, 2770"
8.72,652187,570603809,0,0,0,6.71,8.85,8.9, 2018-07-16 14:48:30,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2386, 18143, 12124, 7943, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8580, 2189, 3049, 2693, 2770"
8.71,652582,570947860,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:33,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2145, 18113, 12127, 7943, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8574, 2189, 3029, 2693, 2770"
8.71,652637,570995788,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:36,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2156, 18115, 12142, 7632, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8551, 2189, 3029, 2693, 2770"
8.71,652786,571125568,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:39,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2272, 18104, 12142, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8548, 2192, 3029, 2693, 2770"
8.72,652812,571148215,0,0,0,6.71,8.85,8.9, 2018-07-16 14:48:42,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2322, 18075, 12142, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8547, 2192, 3029, 2693, 2770"
8.71,653656,571883369,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:45,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1534, 18075, 12142, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8519, 2221, 3029, 2693, 2770"
8.72,654620,572723977,0,0,0,6.71,8.85,8.9, 2018-07-16 14:48:48,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1553, 18074, 12154, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7555, 2221, 3029, 2693, 2770"
8.71,654727,572817174,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:51,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1266, 18054, 12154, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7563, 2223, 3029, 2693, 2770"
8.72,655235,573259648,0,0,0,6.71,8.85,8.9, 2018-07-16 14:48:54,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 801, 18054, 12154, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7549, 2223, 3029, 2693, 2770"
8.72,655252,573274472,0,0,0,6.71,8.85,8.9, 2018-07-16 14:48:57,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 829, 17813, 11951, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7532, 2223, 3029, 2693, 2770"
8.71,655253,573275343,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:00,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2008, 18042, 11931, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7532, 2223, 3029, 2693, 2770"
8.71,655334,573345972,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:03,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2043, 18042, 11925, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7444, 2223, 3029, 2693, 2770"
8.72,655359,573367762,0,0,0,6.71,8.85,8.9, 2018-07-16 14:49:06,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2188, 18042, 11925, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7447, 2599, 3043, 2693, 2770"
8.72,655475,573468898,0,0,0,6.71,8.85,8.9, 2018-07-16 14:49:09,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2586, 18036, 11925, 7558, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7337, 2599, 3043, 2693, 2770"
8.71,655508,573497641,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:12,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2588, 18149, 11925, 7532, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7322, 2598, 3043, 2693, 2770"
8.72,655520,573508103,0,0,0,6.71,8.85,8.9, 2018-07-16 14:49:15,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2586, 18161, 11925, 7522, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7426, 2598, 3043, 2703, 2770"
8.72,655530,573516823,0,0,0,6.71,8.85,8.9, 2018-07-16 14:49:18,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2810, 18130, 11925, 7502, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7416, 2598, 3029, 2703, 2770"
8.72,655553,573536876,0,0,0,6.71,8.85,8.9, 2018-07-16 14:49:21,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2813, 18130, 11925, 7502, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7396, 2598, 3029, 2717, 2770"
8.71,656462,574328615,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:24,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1900, 18137, 11922, 7502, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7396, 2598, 3029, 2717, 2770"
8.72,656684,574522089,0,0,0,6.71,8.85,8.9, 2018-07-16 14:49:27,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1805, 18037, 11922, 7502, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7304, 2598, 3029, 2717, 2770"
8.71,656688,574525573,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:30,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1818, 18098, 11922, 7497, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7304, 2598, 3029, 2717, 2770"
8.71,657656,575368704,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:33,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 864, 18098, 11922, 7497, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7301, 2598, 3029, 2717, 2770"
8.71,658048,575710137,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:36,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 526, 18103, 11922, 7497, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7292, 2598, 3029, 2717, 2770"
8.71,658664,576246844,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:39,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 364, 18112, 11927, 7497, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7121, 2595, 3029, 2717, 2770"
