当前价-0,成交总量-1,成交总额-2,持仓量-3,昨结算-4,成交笔数-5,市盈率1-6,开盘价-8,最高价-9,时间戳-G,最低价-a,今结算-b,前收盘-c,多档委买价-d,多档委买量-e,多档委卖价-f,多档委卖量-g
8.71,627825,549379209,0,0,0,6.7,8.85,8.9, 2018-07-16 14:33:30,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1177, 13814, 12215, 8358, 4217"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1046, 2012, 2717, 2157, 2326"
8.71,627901,549445446,0,0,0,6.7,8.85,8.9, 2018-07-16 14:33:33,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1160, 13814, 12215, 8358, 4217"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1005, 2161, 2717, 2157, 2326"
8.71,627901,549445446,0,0,0,6.7,8.85,8.9, 2018-07-16 14:33:36,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1160, 14814, 12215, 8388, 4219"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1005, 2137, 2717, 2157, 2326"
8.72,627919,549461140,0,0,0,6.71,8.85,8.9, 2018-07-16 14:33:39,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1158, 14814, 12215, 8388, 4219"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 989, 2137, 2717, 2157, 2326"
8.71,627930,549470721,0,0,0,6.7,8.85,8.9, 2018-07-16 14:33:42,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1147, 14815, 12215, 8378, 4219"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 989, 2137, 2717, 2157, 2326"
8.71,628012,549542143,0,0,0,6.7,8.85,8.9, 2018-07-16 14:33:45,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1839, 14848, 12213, 8378, 4219"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 989, 2137, 2717, 2157, 2326"
8.71,628013,549543014,0,0,0,6.7,8.85,8.9, 2018-07-16 14:33:48,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1817, 14860, 12213, 8378, 4219"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 991, 2225, 2717, 2157, 2326"
8.72,628026,549554349,0,0,0,6.71,8.85,8.9, 2018-07-16 14:33:51,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1826, 14860, 12213, 8322, 4219"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 979, 2225, 2717, 2157, 2326"
8.71,628030,549557835,0,0,0,6.7,8.85,8.9, 2018-07-16 14:33:54,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2241, 14857, 12213, 8322, 4219"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 977, 2225, 2717, 2157, 2326"
8.71,628040,549566545,0,0,0,6.7,8.85,8.9, 2018-07-16 14:33:57,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2231, 14847, 12213, 8322, 4219"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 978, 2215, 2717, 2157, 2326"
8.72,628043,549569160,0,0,0,6.71,8.85,8.9, 2018-07-16 14:34:00,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2230, 14852, 12211, 8323, 4219"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1006, 2215, 2717, 2157, 2326"
8.71,628068,549590935,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:03,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2370, 14852, 12211, 8323, 4214"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1017, 2215, 2717, 2157, 2326"
8.71,628068,549590935,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:06,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2385, 14883, 12236, 8323, 4214"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1017, 2215, 2717, 2157, 2326"
8.71,628069,549591806,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:09,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2390, 14920, 12241, 8326, 4214"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1017, 2215, 2717, 2157, 2326"
8.71,628087,549607489,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:12,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2400, 14920, 12241, 8326, 4214"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1034, 2215, 2717, 2157, 2336"
8.71,628089,549609231,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:15,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2458, 14932, 12241, 8326, 4214"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1059, 2215, 2717, 2157, 2336"
8.71,628090,549610102,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:18,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2492, 15032, 12241, 8326, 4214"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1059, 2215, 2717, 2157, 2336"
8.72,628115,549631902,0,0,0,6.71,8.85,8.9, 2018-07-16 14:34:21,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2492, 15032, 12236, 8326, 4214"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1034, 2155, 2717, 2157, 2336"
8.71,628159,549670227,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:24,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2463, 15063, 12236, 8326, 4214"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1040, 2155, 2717, 2157, 2336"
8.71,628184,549692017,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:27,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2572, 15063, 12236, 8316, 4224"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1026, 2155, 2717, 2157, 2336"
8.71,628193,549699863,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:30,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2570, 15063, 12236, 8316, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1019, 2155, 2717, 2157, 2336"
8.71,628197,549703347,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:33,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2530, 15096, 12236, 8316, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1019, 2155, 2717, 2157, 2336"
8.71,628261,549759091,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:36,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2556, 15096, 12236, 8313, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1019, 2155, 2717, 2157, 2336"
8.72,628287,549781742,0,0,0,6.71,8.85,8.9, 2018-07-16 14:34:39,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2535, 15184, 12236, 8313, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1018, 2155, 2717, 2157, 2356"
8.72,628305,549797427,0,0,0,6.71,8.85,8.9, 2018-07-16 14:34:42,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2524, 15184, 12236, 8313, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1015, 2155, 2717, 2157, 2356"
8.71,628307,549799169,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:45,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2522, 14958, 12236, 8313, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1015, 2155, 2717, 2157, 2356"
8.71,628307,549799169,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:48,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2534, 14968, 12236, 8313, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1016, 2155, 2717, 2157, 2356"
8.72,628315,549806142,0,0,0,6.71,8.85,8.9, 2018-07-16 14:34:51,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2527, 14968, 12236, 8313, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1011, 2155, 2717, 2157, 2356"
8.71,628340,549827917,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:54,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2525, 14968, 12236, 8343, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1011, 2155, 2717, 2157, 2356"
8.71,628350,549836627,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:57,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2527, 14938, 12236, 8343, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1011, 2155, 2717, 2157, 2356"
8.72,628360,549845346,0,0,0,6.71,8.85,8.9, 2018-07-16 14:35:00,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2532, 14951, 12236, 8343, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1002, 2155, 2717, 2157, 2356"
8.71,628391,549872347,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:03,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2501, 14951, 12236, 8343, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1002, 2155, 2717, 2157, 2356"
8.71,628391,549872347,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:06,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2503, 14956, 12236, 8343, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1003, 2155, 2717, 2157, 2356"
8.72,628408,549887170,0,0,0,6.71,8.85,8.9, 2018-07-16 14:35:09,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2502, 14986, 12236, 8343, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1007, 2155, 2717, 2157, 2356"
8.71,628423,549900235,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:12,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2507, 14986, 12236, 8343, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1007, 2155, 2717, 2157, 2356"
8.71,628425,549901977,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:15,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2544, 15067, 12236, 8343, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1007, 2155, 2717, 2157, 2356"
8.71,628426,549902848,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:18,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2573, 15072, 12231, 8343, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1121, 2155, 2719, 2157, 2356"
8.72,628442,549916800,0,0,0,6.71,8.85,8.9, 2018-07-16 14:35:21,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2650, 15072, 12231, 8323, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1115, 2164, 2719, 2157, 2356"
8.71,628642,550091000,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:24,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2502, 15072, 12230, 8323, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1115, 2164, 2719, 2157, 2356"
8.72,628658,550104939,0,0,0,6.71,8.85,8.9, 2018-07-16 14:35:27,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2489, 15072, 12229, 8323, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1113, 2164, 2719, 2157, 2356"
8.71,628670,550115391,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:30,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2484, 15072, 12229, 8323, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11113, 2164, 2719, 2157, 2356"
8.71,628693,550135442,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:33,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2489, 15172, 12229, 8323, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11149, 2164, 2719, 2157, 2356"
8.71,628762,550195541,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:36,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2455, 15177, 12229, 8323, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11163, 2164, 2719, 2157, 2356"
8.72,628777,550208610,0,0,0,6.71,8.85,8.9, 2018-07-16 14:35:39,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2481, 14947, 12222, 8323, 4239"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11159, 2164, 2723, 2157, 2356"
8.71,628793,550222549,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:42,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2472, 14937, 12222, 8323, 4239"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11156, 2162, 2723, 2158, 2356"
8.71,628806,550233882,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:45,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2508, 14942, 12229, 8323, 4233"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11146, 2162, 2723, 2158, 2356"
8.71,628811,550238237,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:48,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2499, 14952, 12229, 8323, 4233"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11146, 2162, 2723, 2158, 2356"
8.71,628824,550249572,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:51,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2630, 14952, 12229, 8323, 4233"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11139, 2162, 2723, 2158, 2356"
8.72,628974,550380223,0,0,0,6.71,8.85,8.9, 2018-07-16 14:35:54,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2435, 14972, 12229, 8323, 4233"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11138, 2162, 2723, 2158, 2356"
8.71,628986,550390675,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:57,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2426, 15012, 12229, 8323, 4233"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11138, 2162, 2723, 2158, 2356"
8.71,628992,550395906,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:00,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2428, 15025, 12229, 8319, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11541, 2162, 2723, 2158, 2356"
8.71,630230,551474337,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:03,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1340, 15052, 12224, 8319, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11583, 2162, 2723, 2158, 2356"
8.71,630235,551478692,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:06,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1428, 15075, 12224, 8319, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11645, 2062, 2633, 2158, 2356"
8.71,630382,551606729,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:09,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1354, 15046, 12224, 8319, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11645, 1862, 2633, 2158, 2394"
8.71,630595,551792252,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:12,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1151, 15154, 12224, 8320, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11611, 1862, 2633, 2158, 2394"
8.71,630847,552011794,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:15,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 959, 15154, 12372, 8320, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11561, 1862, 2633, 2158, 2394"
8.71,630874,552035327,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:18,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 983, 15174, 12336, 8320, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11545, 1862, 2633, 2158, 2394"
8.71,630924,552078877,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:21,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 968, 14974, 12336, 8320, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11545, 1862, 2633, 2158, 2394"
8.71,630926,552080619,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:24,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1176, 14922, 12336, 8320, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11545, 1862, 2633, 2158, 2394"
8.71,631040,552179913,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:27,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1047, 14962, 12336, 8310, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11545, 1774, 2633, 2158, 2394"
8.71,631042,552181655,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:30,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1058, 14972, 12341, 8310, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11545, 1774, 2633, 2158, 2394"
8.71,631056,552193849,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:33,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1044, 14972, 12341, 8310, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11554, 1765, 2633, 2158, 2394"
8.72,631073,552208661,0,0,0,6.71,8.85,8.9, 2018-07-16 14:36:36,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1336, 14992, 12341, 8310, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11549, 1765, 2633, 2158, 2394"
8.72,631123,552252226,0,0,0,6.71,8.85,8.9, 2018-07-16 14:36:39,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1306, 14992, 12341, 8310, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11535, 1765, 2633, 2158, 2394"
8.72,631148,552274002,0,0,0,6.71,8.85,8.9, 2018-07-16 14:36:42,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1287, 14892, 12341, 8310, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11535, 1765, 2633, 2158, 2394"
8.71,631200,552319317,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:45,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1259, 14892, 12341, 8410, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11600, 1772, 2633, 2158, 2394"
8.71,631201,552320188,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:48,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1274, 14898, 12341, 8410, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11600, 1772, 2633, 2158, 2394"
8.72,631358,552456940,0,0,0,6.71,8.85,8.9, 2018-07-16 14:36:51,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1335, 14899, 12339, 8410, 4165"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11595, 1772, 2633, 2158, 2394"
8.71,631481,552564194,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:54,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1353, 14979, 12339, 8407, 4165"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11474, 1762, 2633, 2158, 2394"
8.72,631500,552580749,0,0,0,6.71,8.85,8.9, 2018-07-16 14:36:57,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1389, 14867, 12258, 8376, 4165"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11507, 1762, 2633, 2158, 2394"
8.71,631501,552581620,0,0,0,6.7,8.85,8.9, 2018-07-16 14:37:00,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1402, 14867, 12258, 8376, 4165"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11507, 1762, 2633, 2158, 2394"
8.71,631516,552594685,0,0,0,6.7,8.85,8.9, 2018-07-16 14:37:03,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1407, 14910, 12288, 8376, 4165"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11507, 1762, 2633, 2158, 2394"
